label,p_v_artifact,p_a_artifact,p_v_emotion,p_a_emotion,label_int,artifact_or,emotion_or,4way_or_final,pred_final,correct
0,0.0,0.0,1.04,34.13,0,0.0,34.82,34.82,0,1
0,0.0,0.0,4.03,53.68,0,0.0,55.55,55.55,1,0
0,0.0,0.0,0.61,28.55,0,0.0,28.99,28.99,0,1
0,0.0,0.0,4.9,28.35,0,0.0,31.86,31.86,0,1
0,0.0,0.0,1.05,27.51,0,0.0,28.27,28.27,0,1
0,0.0,0.0,17.07,38.39,0,0.0,48.91,48.91,0,1
0,0.0,0.0,4.96,31.45,0,0.0,34.85,34.85,0,1
0,0.12,0.0,2.01,33.35,0,0.12,34.69,34.77,0,1
0,0.0,50.22,4.28,38.69,0,50.22,41.31,70.79,1,0
0,0.0,0.0,4.99,68.26,0,0.0,69.84,69.84,1,0
0,0.0,0.0,5.23,31.85,0,0.0,35.41,35.41,0,1
0,0.0,0.0,0.65,30.6,0,0.0,31.05,31.05,0,1
0,0.0,0.0,7.63,37.33,0,0.0,42.11,42.11,0,1
0,0.0,0.0,8.01,40.49,0,0.0,45.26,45.26,0,1
0,0.0,0.0,36.61,25.48,0,0.0,52.76,52.76,1,0
0,0.0,0.0,1.14,26.89,0,0.0,27.72,27.72,0,1
0,0.0,0.0,19.48,36.21,0,0.0,48.64,48.64,0,1
0,0.0,0.09,22.47,64.64,0,0.09,72.59,72.61,1,0
0,0.0,0.0,29.16,31.19,0,0.0,51.25,51.25,1,0
0,0.0,0.0,2.78,23.8,0,0.0,25.92,25.92,0,1
0,0.0,0.0,23.54,33.2,0,0.0,48.92,48.92,0,1
0,0.0,0.0,2.05,28.74,0,0.0,30.2,30.2,0,1
0,0.0,0.0,3.21,28.77,0,0.0,31.06,31.06,0,1
0,0.0,0.0,1.13,30.57,0,0.0,31.35,31.35,0,1
0,0.0,0.0,17.39,30.95,0,0.0,42.96,42.96,0,1
0,0.0,0.02,23.78,63.83,0,0.02,72.43,72.44,1,0
0,0.0,0.0,4.9,26.96,0,0.0,30.54,30.54,0,1
0,0.01,0.0,15.51,26.78,0,0.01,38.14,38.14,0,1
0,0.0,0.0,1.55,54.65,0,0.0,55.35,55.35,1,0
0,0.0,0.0,9.54,42.08,0,0.0,47.61,47.61,0,1
0,0.15,0.0,8.61,32.6,0,0.15,38.4,38.5,0,1
0,0.0,0.0,15.87,30.1,0,0.0,41.19,41.19,0,1
0,0.0,0.0,65.73,33.2,0,0.0,77.11,77.11,1,0
0,0.01,0.0,5.45,34.13,0,0.01,37.72,37.73,0,1
0,0.0,0.0,3.69,47.68,0,0.0,49.61,49.61,0,1
0,0.0,0.0,3.31,26.74,0,0.0,29.16,29.16,0,1
0,0.02,0.0,18.24,32.36,0,0.02,44.7,44.71,0,1
0,0.0,0.0,71.64,28.58,0,0.0,79.75,79.75,1,0
0,0.02,0.0,5.12,29.58,0,0.02,33.19,33.2,0,1
0,0.0,0.0,43.73,34.42,0,0.0,63.1,63.1,1,0
0,0.0,0.0,2.35,30.74,0,0.0,32.37,32.37,0,1
0,0.01,0.0,12.11,28.36,0,0.01,37.04,37.04,0,1
0,0.07,0.0,4.25,29.45,0,0.07,32.45,32.5,0,1
0,0.0,0.01,25.68,91.37,0,0.01,93.59,93.59,1,0
0,0.0,0.0,7.08,28.58,0,0.0,33.64,33.64,0,1
0,0.0,0.0,22.64,33.46,0,0.0,48.52,48.52,0,1
0,0.01,0.0,5.07,30.01,0,0.01,33.56,33.57,0,1
0,0.0,0.01,58.02,50.52,0,0.01,79.23,79.23,1,0
0,0.0,0.0,11.07,33.6,0,0.0,40.95,40.95,0,1
0,0.0,0.0,2.96,63.79,0,0.0,64.86,64.86,1,0
0,0.0,0.0,2.64,39.01,0,0.0,40.62,40.62,0,1
0,0.01,0.0,36.42,30.07,0,0.01,55.54,55.54,1,0
0,0.0,0.0,16.58,34.68,0,0.0,45.51,45.51,0,1
0,0.01,0.0,20.31,27.8,0,0.01,42.46,42.47,0,1
0,0.0,0.0,21.38,28.85,0,0.0,44.06,44.06,0,1
0,0.0,0.0,4.58,34.42,0,0.0,37.42,37.42,0,1
0,0.0,0.0,5.31,26.98,0,0.0,30.86,30.86,0,1
0,0.0,0.0,4.51,33.09,0,0.0,36.11,36.11,0,1
0,0.0,0.0,3.39,36.36,0,0.0,38.52,38.52,0,1
0,0.01,0.0,3.62,32.97,0,0.01,35.4,35.4,0,1
0,0.04,0.0,0.44,31.28,0,0.04,31.58,31.61,0,1
0,0.0,0.01,0.77,31.43,0,0.01,31.96,31.96,0,1
0,0.0,0.0,40.87,60.85,0,0.0,76.85,76.85,1,0
0,0.01,0.0,16.38,37.62,0,0.01,47.84,47.84,0,1
0,0.03,0.0,45.02,35.52,0,0.03,64.55,64.56,1,0
0,0.0,0.0,54.7,28.88,0,0.0,67.78,67.78,1,0
0,0.0,0.0,32.25,26.18,0,0.0,49.99,49.99,0,1
0,0.0,0.0,10.23,34.31,0,0.0,41.03,41.03,0,1
0,0.0,0.0,0.82,42.92,0,0.0,43.39,43.39,0,1
0,0.0,0.0,7.29,32.67,0,0.0,37.58,37.58,0,1
0,0.0,0.0,95.19,31.32,0,0.0,96.7,96.7,1,0
0,0.01,0.0,47.39,85.63,0,0.01,92.44,92.44,1,0
0,0.0,0.0,12.7,29.79,0,0.0,38.71,38.71,0,1
0,0.0,0.01,4.03,32.61,0,0.01,35.33,35.33,0,1
0,0.0,0.0,1.57,26.75,0,0.0,27.9,27.9,0,1
0,0.01,0.0,1.31,28.56,0,0.01,29.5,29.5,0,1
0,0.0,0.0,28.86,44.92,0,0.0,60.82,60.82,1,0
0,0.0,0.0,27.91,35.73,0,0.0,53.67,53.67,1,0
0,0.0,0.0,33.78,42.23,0,0.0,61.74,61.74,1,0
0,0.0,0.0,1.93,30.69,0,0.0,32.03,32.03,0,1
0,0.0,0.0,17.17,32.43,0,0.0,44.03,44.03,0,1
0,0.0,0.0,2.97,29.37,0,0.0,31.47,31.47,0,1
0,0.0,0.0,4.9,33.12,0,0.0,36.4,36.4,0,1
0,0.0,0.0,3.22,27.83,0,0.0,30.15,30.15,0,1
0,0.0,0.0,3.69,31.98,0,0.0,34.49,34.49,0,1
0,0.01,0.0,10.82,34.61,0,0.01,41.69,41.69,0,1
0,0.0,0.0,1.65,31.95,0,0.0,33.07,33.07,0,1
0,0.0,0.0,2.87,30.87,0,0.0,32.85,32.85,0,1
0,0.0,0.0,21.99,31.72,0,0.0,46.73,46.73,0,1
0,0.0,0.0,11.68,33.95,0,0.0,41.66,41.66,0,1
0,0.0,0.0,89.94,33.61,0,0.0,93.32,93.32,1,0
0,0.0,0.0,4.24,29.52,0,0.0,32.51,32.51,0,1
0,6.14,0.0,41.73,35.17,0,6.14,62.22,64.54,1,0
0,0.03,0.0,15.46,84.48,0,0.03,86.88,86.88,1,0
0,0.01,0.0,3.79,28.97,0,0.01,31.66,31.67,0,1
0,0.0,0.0,1.5,31.65,0,0.0,32.68,32.68,0,1
0,0.0,0.0,17.97,33.35,0,0.0,45.33,45.33,0,1
0,0.0,0.0,72.64,27.84,0,0.0,80.26,80.26,1,0
0,0.0,0.0,12.4,34.56,0,0.0,42.67,42.67,0,1
0,0.0,0.0,9.9,30.87,0,0.0,37.71,37.71,0,1
0,0.02,0.0,21.4,28.03,0,0.02,43.43,43.44,0,1
0,0.0,0.0,4.56,31.06,0,0.0,34.2,34.2,0,1
0,0.0,0.0,3.1,29.42,0,0.0,31.61,31.61,0,1
0,0.0,0.0,1.31,27.34,0,0.0,28.29,28.29,0,1
0,0.0,0.0,1.98,32.39,0,0.0,33.73,33.73,0,1
0,0.2,0.0,99.49,28.23,0,0.2,99.63,99.63,1,0
0,0.01,0.0,2.71,27.9,0,0.01,29.85,29.86,0,1
0,0.0,0.0,34.12,30.88,0,0.0,54.46,54.46,1,0
0,0.0,0.0,38.61,34.25,0,0.0,59.64,59.64,1,0
0,0.0,0.01,14.78,40.78,0,0.01,49.53,49.54,0,1
0,0.0,0.0,32.21,44.38,0,0.0,62.3,62.3,1,0
0,0.0,0.0,68.22,33.77,0,0.0,78.95,78.95,1,0
0,0.0,0.01,3.29,82.57,0,0.01,83.14,83.15,1,0
0,0.0,0.0,1.3,35.19,0,0.0,36.03,36.03,0,1
0,0.0,0.0,19.2,30.06,0,0.0,43.49,43.49,0,1
1,99.95,0.0,92.87,29.76,1,99.95,94.99,100.0,1,1
1,100.0,100.0,98.49,88.26,1,100.0,99.82,100.0,1,1
1,100.0,100.0,99.64,93.81,1,100.0,99.98,100.0,1,1
1,99.8,0.0,26.72,30.85,1,99.8,49.33,99.9,1,1
1,99.95,100.0,98.6,94.92,1,100.0,99.93,100.0,1,1
1,100.0,100.0,54.53,90.95,1,100.0,95.88,100.0,1,1
1,100.0,100.0,91.37,80.69,1,100.0,98.33,100.0,1,1
1,100.0,100.0,89.55,94.51,1,100.0,99.43,100.0,1,1
1,99.95,0.0,99.98,38.54,1,99.95,99.99,100.0,1,1
1,100.0,100.0,99.99,94.67,1,100.0,100.0,100.0,1,1
1,99.95,0.0,6.56,29.79,1,99.95,34.4,99.97,1,1
1,99.8,0.0,98.96,31.65,1,99.8,99.29,100.0,1,1
1,100.0,100.0,71.7,35.11,1,100.0,81.64,100.0,1,1
1,100.0,100.0,99.77,76.13,1,100.0,99.95,100.0,1,1
1,99.95,0.0,96.74,30.59,1,99.95,97.74,100.0,1,1
1,100.0,100.0,98.4,78.78,1,100.0,99.66,100.0,1,1
1,100.0,99.99,99.01,94.78,1,100.0,99.95,100.0,1,1
1,100.0,100.0,91.49,95.47,1,100.0,99.61,100.0,1,1
1,100.0,100.0,43.04,53.61,1,100.0,73.58,100.0,1,1
1,99.9,0.0,88.38,31.61,1,99.9,92.05,99.99,1,1
1,100.0,0.0,78.11,32.91,1,100.0,85.31,100.0,1,1
1,100.0,100.0,99.98,94.67,1,100.0,100.0,100.0,1,1
1,100.0,0.01,99.85,63.85,1,100.0,99.95,100.0,1,1
1,100.0,100.0,50.61,93.72,1,100.0,96.9,100.0,1,1
1,99.8,100.0,97.09,94.51,1,100.0,99.84,100.0,1,1
1,100.0,100.0,99.91,89.68,1,100.0,99.99,100.0,1,1
1,99.61,0.0,46.0,29.04,1,99.61,61.68,99.85,1,1
1,100.0,0.0,88.64,35.66,1,100.0,92.69,100.0,1,1
1,0.0,100.0,1.83,95.28,1,100.0,95.37,100.0,1,1
1,100.0,100.0,99.86,86.81,1,100.0,99.98,100.0,1,1
1,0.0,100.0,20.17,95.92,1,100.0,96.74,100.0,1,1
1,100.0,100.0,99.71,72.26,1,100.0,99.92,100.0,1,1
1,100.0,0.0,96.01,31.06,1,100.0,97.25,100.0,1,1
1,100.0,100.0,99.16,40.33,1,100.0,99.5,100.0,1,1
1,100.0,0.0,99.43,42.81,1,100.0,99.67,100.0,1,1
1,99.9,0.0,96.76,27.53,1,99.9,97.65,100.0,1,1
1,99.9,100.0,92.5,93.93,1,100.0,99.54,100.0,1,1
1,100.0,0.0,99.88,79.88,1,100.0,99.98,100.0,1,1
1,100.0,100.0,91.55,95.25,1,100.0,99.6,100.0,1,1
1,100.0,0.0,90.06,32.96,1,100.0,93.34,100.0,1,1
1,100.0,100.0,99.74,91.44,1,100.0,99.98,100.0,1,1
1,100.0,0.0,96.74,34.9,1,100.0,97.88,100.0,1,1
1,100.0,100.0,79.94,94.07,1,100.0,98.81,100.0,1,1
1,99.95,99.99,99.25,84.78,1,100.0,99.89,100.0,1,1
1,100.0,100.0,12.4,95.04,1,100.0,95.66,100.0,1,1
1,100.0,100.0,98.4,73.01,1,100.0,99.57,100.0,1,1
1,100.0,0.0,99.4,33.51,1,100.0,99.6,100.0,1,1
1,100.0,100.0,99.1,94.34,1,100.0,99.95,100.0,1,1
1,99.95,100.0,20.24,93.45,1,100.0,94.78,100.0,1,1
1,100.0,100.0,98.89,95.34,1,100.0,99.95,100.0,1,1
1,99.8,0.0,98.83,73.77,1,99.8,99.69,100.0,1,1
1,100.0,100.0,98.71,91.56,1,100.0,99.89,100.0,1,1
1,99.95,100.0,98.14,75.63,1,100.0,99.55,100.0,1,1
1,100.0,100.0,99.58,39.06,1,100.0,99.74,100.0,1,1
1,0.07,0.0,56.54,29.42,1,0.07,69.33,69.35,1,1
1,99.95,0.0,99.09,33.23,1,99.95,99.39,100.0,1,1
1,100.0,100.0,89.4,87.74,1,100.0,98.7,100.0,1,1
1,100.0,99.98,97.33,95.87,1,100.0,99.89,100.0,1,1
1,99.95,0.0,96.5,78.0,1,99.95,99.23,100.0,1,1
1,99.9,0.0,90.57,42.29,1,99.9,94.56,99.99,1,1
1,100.0,100.0,98.79,94.48,1,100.0,99.93,100.0,1,1
1,100.0,0.0,99.55,51.25,1,100.0,99.78,100.0,1,1
1,100.0,100.0,99.91,95.87,1,100.0,100.0,100.0,1,1
1,100.0,100.0,99.89,94.47,1,100.0,99.99,100.0,1,1
1,100.0,0.0,89.37,35.02,1,100.0,93.09,100.0,1,1
1,100.0,100.0,94.39,88.97,1,100.0,99.38,100.0,1,1
1,100.0,100.0,99.94,76.82,1,100.0,99.99,100.0,1,1
1,99.95,0.0,99.6,34.94,1,99.95,99.74,100.0,1,1
1,99.95,0.01,94.5,60.77,1,99.95,97.84,100.0,1,1
1,100.0,100.0,89.59,91.87,1,100.0,99.15,100.0,1,1
1,100.0,100.0,99.45,53.29,1,100.0,99.74,100.0,1,1
1,100.0,100.0,81.8,81.04,1,100.0,96.55,100.0,1,1
1,100.0,0.02,39.95,77.07,1,100.0,86.23,100.0,1,1
1,100.0,100.0,99.93,88.27,1,100.0,99.99,100.0,1,1
1,99.76,0.0,97.75,34.9,1,99.76,98.54,100.0,1,1
1,98.1,0.0,96.9,34.9,1,98.1,97.98,99.96,1,1
1,100.0,0.0,99.8,36.89,1,100.0,99.87,100.0,1,1
1,100.0,100.0,99.98,94.69,1,100.0,100.0,100.0,1,1
1,99.8,0.0,97.47,73.77,1,99.8,99.34,100.0,1,1
1,100.0,100.0,90.28,81.23,1,100.0,98.18,100.0,1,1
1,100.0,100.0,98.56,91.32,1,100.0,99.88,100.0,1,1
1,99.95,100.0,99.77,84.5,1,100.0,99.96,100.0,1,1
1,100.0,100.0,99.44,80.39,1,100.0,99.89,100.0,1,1
1,99.95,0.0,98.91,28.98,1,99.95,99.23,100.0,1,1
1,99.95,100.0,95.01,87.5,1,100.0,99.38,100.0,1,1
1,100.0,0.0,54.94,52.26,1,100.0,78.49,100.0,1,1
1,100.0,0.0,98.72,45.63,1,100.0,99.3,100.0,1,1
1,100.0,100.0,99.48,77.31,1,100.0,99.88,100.0,1,1
1,99.61,0.0,86.19,32.56,1,99.61,90.69,99.96,1,1
1,99.95,100.0,96.92,94.0,1,100.0,99.82,100.0,1,1
1,100.0,0.0,93.01,40.46,1,100.0,95.84,100.0,1,1
1,100.0,100.0,13.72,75.44,1,100.0,78.81,100.0,1,1
1,100.0,0.0,30.74,37.12,1,100.0,56.45,100.0,1,1
1,99.51,0.0,30.98,30.94,1,99.51,52.33,99.77,1,1
1,100.0,0.0,91.22,33.37,1,100.0,94.15,100.0,1,1
1,99.85,100.0,99.14,94.01,1,100.0,99.95,100.0,1,1
1,99.95,0.0,97.44,30.07,1,99.95,98.21,100.0,1,1
1,100.0,100.0,81.23,39.47,1,100.0,88.64,100.0,1,1
1,100.0,99.97,99.9,95.1,1,100.0,100.0,100.0,1,1
1,98.0,0.01,68.0,34.08,1,98.0,78.91,99.58,1,1
1,99.95,0.0,99.97,28.65,1,99.95,99.98,100.0,1,1
1,100.0,100.0,97.66,72.68,1,100.0,99.36,100.0,1,1
1,100.0,100.0,99.65,83.57,1,100.0,99.94,100.0,1,1
1,100.0,0.0,98.79,29.52,1,100.0,99.15,100.0,1,1
1,100.0,100.0,99.58,94.49,1,100.0,99.98,100.0,1,1
1,100.0,100.0,99.8,91.65,1,100.0,99.98,100.0,1,1
1,99.95,0.01,3.16,91.73,1,99.95,91.99,100.0,1,1
1,100.0,100.0,99.87,42.02,1,100.0,99.92,100.0,1,1
1,99.95,0.0,99.84,41.22,1,99.95,99.91,100.0,1,1
1,100.0,0.0,16.45,33.0,1,100.0,44.02,100.0,1,1
1,99.85,0.01,66.01,52.06,1,99.85,83.71,99.98,1,1
1,99.9,0.0,12.37,47.87,1,99.9,54.32,99.95,1,1
1,100.0,99.98,98.85,95.72,1,100.0,99.95,100.0,1,1
1,100.0,100.0,13.72,89.36,1,100.0,90.82,100.0,1,1
1,99.8,0.0,98.06,32.16,1,99.8,98.68,100.0,1,1
1,99.85,0.0,95.15,63.41,1,99.85,98.23,100.0,1,1
1,100.0,100.0,89.13,95.34,1,100.0,99.49,100.0,1,1
1,100.0,100.0,92.14,82.31,1,100.0,98.61,100.0,1,1
1,99.95,100.0,60.43,67.87,1,100.0,87.29,100.0,1,1
1,99.95,100.0,99.77,88.16,1,100.0,99.97,100.0,1,1
1,99.95,0.0,60.56,45.56,1,99.95,78.53,99.99,1,1
1,99.8,0.0,95.66,34.9,1,99.8,97.17,99.99,1,1
1,99.95,0.0,81.52,39.95,1,99.95,88.9,99.99,1,1
1,99.95,100.0,99.81,93.53,1,100.0,99.99,100.0,1,1
1,100.0,0.0,97.04,41.29,1,100.0,98.26,100.0,1,1
1,97.75,0.0,82.14,30.29,1,97.75,87.55,99.72,1,1
1,100.0,0.0,38.58,92.49,1,100.0,95.39,100.0,1,1
1,99.95,100.0,99.76,93.98,1,100.0,99.99,100.0,1,1
1,99.95,100.0,99.98,95.4,1,100.0,100.0,100.0,1,1
1,100.0,100.0,97.2,93.87,1,100.0,99.83,100.0,1,1
1,100.0,100.0,99.58,83.22,1,100.0,99.93,100.0,1,1
1,100.0,100.0,34.62,43.35,1,100.0,62.96,100.0,1,1
1,100.0,100.0,99.92,95.48,1,100.0,100.0,100.0,1,1
1,99.9,0.0,97.35,41.49,1,99.9,98.45,100.0,1,1
1,100.0,100.0,99.06,58.61,1,100.0,99.61,100.0,1,1
1,99.95,0.0,69.77,28.24,1,99.95,78.31,99.99,1,1
1,100.0,0.0,91.29,34.29,1,100.0,94.28,100.0,1,1
1,99.56,0.0,2.32,30.2,1,99.56,31.82,99.7,1,1
1,100.0,100.0,99.92,95.48,1,100.0,100.0,100.0,1,1
1,100.0,0.0,99.43,32.57,1,100.0,99.62,100.0,1,1
1,100.0,0.0,99.87,36.22,1,100.0,99.92,100.0,1,1
1,99.95,100.0,99.31,92.66,1,100.0,99.95,100.0,1,1
1,100.0,100.0,29.51,79.82,1,100.0,85.78,100.0,1,1
1,0.01,100.0,39.67,95.28,1,100.0,97.15,100.0,1,1
1,99.41,0.0,10.71,28.65,1,99.41,36.29,99.62,1,1
1,100.0,100.0,10.07,95.08,1,100.0,95.58,100.0,1,1
1,100.0,100.0,31.52,92.63,1,100.0,94.95,100.0,1,1
1,100.0,0.0,99.37,45.38,1,100.0,99.66,100.0,1,1
1,100.0,100.0,99.1,94.39,1,100.0,99.95,100.0,1,1
1,100.0,100.0,99.97,90.5,1,100.0,100.0,100.0,1,1
1,99.95,0.0,99.44,31.02,1,99.95,99.61,100.0,1,1
1,100.0,0.0,89.58,29.87,1,100.0,92.69,100.0,1,1
1,99.85,0.0,98.98,35.03,1,99.85,99.34,100.0,1,1
1,100.0,100.0,99.98,72.72,1,100.0,99.99,100.0,1,1
1,100.0,100.0,99.82,75.41,1,100.0,99.96,100.0,1,1
1,99.95,0.0,99.16,48.56,1,99.95,99.57,100.0,1,1
1,100.0,0.0,99.64,31.99,1,100.0,99.76,100.0,1,1
1,99.9,0.0,99.86,34.07,1,99.9,99.91,100.0,1,1
1,100.0,0.0,86.3,39.79,1,100.0,91.75,100.0,1,1
1,100.0,100.0,99.45,81.36,1,100.0,99.9,100.0,1,1
1,100.0,0.0,99.21,29.65,1,100.0,99.44,100.0,1,1
1,100.0,100.0,94.18,95.82,1,100.0,99.76,100.0,1,1
1,100.0,0.0,99.68,39.26,1,100.0,99.81,100.0,1,1
1,100.0,100.0,99.98,91.47,1,100.0,100.0,100.0,1,1
1,100.0,100.0,99.91,76.34,1,100.0,99.98,100.0,1,1
1,100.0,0.0,94.71,42.63,1,100.0,96.97,100.0,1,1
1,100.0,100.0,96.97,95.41,1,100.0,99.86,100.0,1,1
1,100.0,99.99,99.93,92.24,1,100.0,99.99,100.0,1,1
1,0.0,100.0,15.42,95.02,1,100.0,95.79,100.0,1,1
1,93.95,0.0,49.23,26.52,1,93.95,62.69,97.74,1,1
1,99.85,0.0,23.54,33.09,1,99.85,48.84,99.92,1,1
1,100.0,0.0,71.06,36.82,1,100.0,81.72,100.0,1,1
1,100.0,100.0,95.29,42.36,1,100.0,97.29,100.0,1,1
1,100.0,100.0,31.67,95.14,1,100.0,96.68,100.0,1,1
1,100.0,100.0,99.76,95.12,1,100.0,99.99,100.0,1,1
1,100.0,100.0,99.37,75.55,1,100.0,99.85,100.0,1,1
1,99.95,100.0,99.97,94.51,1,100.0,100.0,100.0,1,1
1,100.0,100.0,99.98,91.98,1,100.0,100.0,100.0,1,1
1,100.0,100.0,99.33,93.03,1,100.0,99.95,100.0,1,1
1,99.71,0.0,70.64,41.22,1,99.71,82.74,99.95,1,1
1,99.95,0.0,99.4,41.97,1,99.95,99.65,100.0,1,1
1,100.0,100.0,99.35,95.57,1,100.0,99.97,100.0,1,1
1,99.9,100.0,99.94,58.52,1,100.0,99.98,100.0,1,1
1,100.0,0.0,61.13,29.11,1,100.0,72.45,100.0,1,1
1,0.01,100.0,8.93,95.19,1,100.0,95.62,100.0,1,1
1,100.0,0.0,95.85,30.62,1,100.0,97.12,100.0,1,1
1,100.0,100.0,97.71,84.93,1,100.0,99.65,100.0,1,1
1,100.0,0.0,10.32,27.81,1,100.0,35.26,100.0,1,1
1,100.0,100.0,13.21,90.84,1,100.0,92.05,100.0,1,1
1,99.9,100.0,74.15,95.74,1,100.0,98.9,100.0,1,1
1,99.95,0.0,23.63,57.73,1,99.95,67.72,99.98,1,1
1,99.95,0.0,98.08,29.04,1,99.95,98.64,100.0,1,1
1,100.0,100.0,99.79,95.19,1,100.0,99.99,100.0,1,1
1,100.0,100.0,99.89,89.55,1,100.0,99.99,100.0,1,1
1,100.0,0.0,56.23,29.71,1,100.0,69.23,100.0,1,1
1,99.95,0.0,99.76,67.02,1,99.95,99.92,100.0,1,1
1,99.9,0.0,94.3,38.72,1,99.9,96.51,100.0,1,1
1,100.0,0.0,8.03,29.75,1,100.0,35.39,100.0,1,1
1,100.0,100.0,87.76,51.61,1,100.0,94.08,100.0,1,1
1,97.22,0.0,95.95,29.77,1,97.22,97.16,99.92,1,1
1,99.95,0.0,97.53,30.82,1,99.95,98.29,100.0,1,1
1,100.0,100.0,99.52,74.6,1,100.0,99.88,100.0,1,1
1,100.0,100.0,99.44,93.15,1,100.0,99.96,100.0,1,1
1,99.95,100.0,99.93,45.05,1,100.0,99.96,100.0,1,1
1,100.0,100.0,19.46,37.7,1,100.0,49.82,100.0,1,1
1,99.95,0.0,2.94,35.26,1,99.95,37.16,99.97,1,1
1,100.0,0.0,55.13,54.19,1,100.0,79.45,100.0,1,1
1,99.95,0.0,1.1,33.26,1,99.95,33.99,99.97,1,1
1,100.0,100.0,86.23,94.45,1,100.0,99.24,100.0,1,1
1,100.0,100.0,65.31,88.69,1,100.0,96.08,100.0,1,1
1,100.0,0.0,99.68,93.65,1,100.0,99.98,100.0,1,1
1,100.0,0.0,99.7,32.33,1,100.0,99.8,100.0,1,1
1,100.0,100.0,99.97,39.42,1,100.0,99.98,100.0,1,1
1,100.0,100.0,60.82,83.93,1,100.0,93.7,100.0,1,1
1,99.56,0.0,98.66,34.37,1,99.56,99.12,100.0,1,1
1,100.0,100.0,99.84,81.43,1,100.0,99.97,100.0,1,1
1,100.0,100.0,88.47,87.91,1,100.0,98.61,100.0,1,1
1,100.0,0.0,99.56,32.6,1,100.0,99.7,100.0,1,1
1,100.0,100.0,97.57,95.82,1,100.0,99.9,100.0,1,1
1,99.37,0.03,44.86,28.59,1,99.37,60.62,99.75,1,1
1,99.61,0.0,13.82,26.84,1,99.61,36.95,99.75,1,1
1,99.95,0.0,17.29,41.17,1,99.95,51.34,99.98,1,1
1,100.0,100.0,99.31,94.81,1,100.0,99.96,100.0,1,1
1,100.0,0.0,99.91,29.47,1,100.0,99.94,100.0,1,1
1,99.95,100.0,97.37,64.94,1,100.0,99.08,100.0,1,1
1,99.95,100.0,98.06,76.91,1,100.0,99.55,100.0,1,1
1,99.95,0.0,99.84,38.11,1,99.95,99.9,100.0,1,1
1,100.0,100.0,99.82,71.74,1,100.0,99.95,100.0,1,1
1,100.0,100.0,99.8,94.5,1,100.0,99.99,100.0,1,1
1,100.0,100.0,99.7,36.06,1,100.0,99.81,100.0,1,1
1,0.01,100.0,2.72,92.54,1,100.0,92.74,100.0,1,1
1,99.9,0.0,97.63,33.71,1,99.9,98.43,100.0,1,1
1,100.0,0.0,19.89,55.85,1,100.0,64.63,100.0,1,1
1,99.95,100.0,99.62,82.88,1,100.0,99.93,100.0,1,1
1,100.0,0.0,99.72,44.86,1,100.0,99.85,100.0,1,1
1,99.85,0.0,95.07,30.44,1,99.85,96.57,99.99,1,1
1,99.95,0.0,84.15,32.98,1,99.95,89.38,99.99,1,1
1,99.9,0.0,89.63,34.07,1,99.9,93.16,99.99,1,1
1,100.0,100.0,99.88,95.12,1,100.0,99.99,100.0,1,1
1,99.71,0.0,98.44,27.75,1,99.71,98.87,100.0,1,1
1,100.0,100.0,99.88,54.9,1,100.0,99.95,100.0,1,1
1,100.0,0.0,98.76,32.12,1,100.0,99.16,100.0,1,1
1,100.0,100.0,97.79,69.67,1,100.0,99.33,100.0,1,1
1,99.9,100.0,14.11,53.83,1,100.0,60.34,100.0,1,1
1,99.9,0.0,41.03,30.99,1,99.9,59.3,99.96,1,1
1,100.0,0.0,54.8,44.65,1,100.0,74.98,100.0,1,1
1,100.0,100.0,91.21,94.03,1,100.0,99.48,100.0,1,1
1,99.95,0.0,61.39,58.33,1,99.95,83.91,99.99,1,1
1,100.0,0.0,18.83,29.92,1,100.0,43.12,100.0,1,1
1,99.76,100.0,94.27,93.77,1,100.0,99.64,100.0,1,1
1,100.0,0.0,56.85,31.52,1,100.0,70.45,100.0,1,1
1,100.0,0.0,99.15,41.11,1,100.0,99.5,100.0,1,1
1,100.0,0.0,49.38,29.87,1,100.0,64.5,100.0,1,1
1,99.95,100.0,94.55,93.83,1,100.0,99.66,100.0,1,1
1,100.0,100.0,72.02,84.61,1,100.0,95.69,100.0,1,1
1,100.0,100.0,89.46,95.56,1,100.0,99.53,100.0,1,1
1,99.95,100.0,99.14,90.94,1,100.0,99.92,100.0,1,1
1,100.0,100.0,15.46,81.08,1,100.0,84.01,100.0,1,1
1,100.0,100.0,99.05,95.14,1,100.0,99.95,100.0,1,1
1,100.0,100.0,98.13,90.21,1,100.0,99.82,100.0,1,1
1,100.0,0.0,32.68,34.63,1,100.0,55.99,100.0,1,1
1,99.95,0.0,99.86,39.44,1,99.95,99.92,100.0,1,1
1,99.71,0.0,87.57,46.27,1,99.71,93.32,99.98,1,1
1,99.56,0.01,49.2,91.37,1,99.56,95.62,99.98,1,1
1,100.0,99.99,99.98,91.56,1,100.0,100.0,100.0,1,1
1,100.0,0.0,95.2,71.02,1,100.0,98.61,100.0,1,1
1,100.0,0.0,99.92,37.07,1,100.0,99.95,100.0,1,1
1,100.0,100.0,98.63,87.61,1,100.0,99.83,100.0,1,1
1,100.0,100.0,96.29,91.45,1,100.0,99.68,100.0,1,1
1,99.8,100.0,99.82,81.76,1,100.0,99.97,100.0,1,1
1,100.0,0.0,65.77,36.83,1,100.0,78.38,100.0,1,1
1,100.0,100.0,92.16,75.41,1,100.0,98.07,100.0,1,1
